221,65,43,43,0.24929
338,76,383,282,0.22272
281,77,438,384,0.2131
337,83,174,97,0.20578
221,57,41,56,0.20377
580,199,54,45,0.20295
221,46,46,61,0.20093
270,77,407,463,0.20027
281,1,679,539,0.18846
339,78,338,410,0.18206
270,77,606,463,0.17982
1,1,675,539,0.17804
339,75,340,172,0.17645
39,1,921,539,0.17585
485,148,172,108,0.17395
283,82,249,380,0.1735
282,182,165,271,0.17255
353,120,369,340,0.17204
41,1,496,539,0.17035
110,47,157,61,0.17011
270,182,165,358,0.16874
595,491,25,49,0.16816
41,1,43,84,0.16809
339,81,172,133,0.16723
305,78,520,281,0.16343
270,82,245,458,0.16277
67,47,652,432,0.16153
261,397,123,143,0.16072
82,47,185,108,0.15977
338,102,443,273,0.15809
339,1,621,384,0.15772
281,78,679,382,0.15677
479,139,242,208,0.15333
94,48,173,73,0.15309
281,172,248,290,0.1521
221,65,41,64,0.15155
491,154,81,93,0.1515
353,113,607,427,0.15048
214,64,48,48,0.15001
67,1,652,382,0.14988
577,196,76,45,0.14974
279,173,397,287,0.14861
484,73,235,285,0.14751
223,48,46,72,0.14715
577,78,76,45,0.14688
175,48,93,60,0.14608
403,138,318,218,0.14551
354,216,81,84,0.14486
259,152,376,388,0.14349
40,1,227,99,0.14306
339,81,191,220,0.14302
260,179,270,361,0.14263
255,107,213,433,0.14255
307,81,224,157,0.14254
205,66,60,41,0.14107
294,76,363,339,0.14055
619,139,100,206,0.13997
580,148,79,93,0.13987
225,92,496,283,0.13877
485,1,475,348,0.13835
354,148,324,211,0.13796
364,405,112,55,0.13759
1,1,268,158,0.13722
338,32,173,146,0.137
578,140,142,204,0.13698
338,81,192,360,0.13688
478,75,181,182,0.13669
529,148,128,98,0.13543
1,1,959,381,0.1351
1,1,671,247,0.13467
492,146,104,103,0.13433
478,132,157,136,0.13401
1,1,84,158,0.13301
270,213,169,221,0.13296
1,1,55,85,0.13238
1,1,83,88,0.13224
357,122,321,145,0.13212
338,83,176,273,0.1302
64,75,466,402,0.12987
223,66,33,39,0.12911
338,9,336,239,0.12879
578,75,142,280,0.12852
355,88,605,295,0.12796
221,66,68,41,0.12778
547,200,87,43,0.12773
451,88,60,60,0.12755
573,188,64,53,0.12748
67,1,369,539,0.12735
221,36,41,87,0.12711
306,82,266,218,0.12687
415,120,304,289,0.12654
280,127,182,311,0.12637
1,45,469,495,0.12622
171,144,789,396,0.12593
579,78,96,49,0.1259
611,491,25,49,0.12578
100,48,182,88,0.1256
270,396,162,144,0.12559
241,65,22,36,0.12531
352,198,359,262,0.12493
245,66,17,40,0.12486
97,107,622,433,0.12485
132,117,590,343,0.12474
578,177,57,71,0.12402
256,346,177,194,0.12401
397,119,322,421,0.1233
478,149,181,177,0.12325
478,144,233,113,0.12295
1,48,267,114,0.12292
68,1,223,107,0.12261
39,1,173,90,0.12254
379,411,52,36,0.12211
205,180,262,360,0.12191
155,67,485,397,0.1215
579,76,98,167,0.12144
559,1,340,343,0.12131
335,81,253,169,0.12119
451,77,242,171,0.12086
260,396,218,144,0.12045
857,241,103,103,0.12041
467,118,215,128,0.11961
578,199,63,61,0.11943
511,146,164,102,0.11927
270,210,133,330,0.11882
446,90,326,268,0.11869
269,292,442,248,0.11843
1,47,675,277,0.11838
284,397,40,143,0.11834
822,1,75,213,0.11827
67,1,61,90,0.11821
308,53,349,248,0.11799
621,197,35,31,0.11793
577,77,102,69,0.11758
354,199,324,185,0.11758
270,287,690,253,0.11745
611,491,17,49,0.11731
1,1,285,111,0.11675
575,70,77,49,0.11658
224,182,251,280,0.11657
480,77,178,279,0.11651
729,514,40,26,0.11636
354,128,281,344,0.11628
259,318,208,222,0.11601
306,77,475,180,0.11586
338,78,303,101,0.11574
157,47,374,493,0.11565
579,198,96,43,0.11534
260,328,269,212,0.11416
281,177,679,284,0.11404
479,139,481,401,0.11397
468,113,262,143,0.11379
362,328,168,133,0.11374
69,1,44,99,0.11339
83,48,596,219,0.11332
339,114,388,142,0.11323
355,199,372,157,0.11298
185,67,77,43,0.1125
481,235,136,88,0.11247
272,114,439,217,0.11204
397,146,237,265,0.11173
415,83,96,73,0.1112
578,76,74,81,0.11106
1,1,319,539,0.11089
269,397,45,143,0.11087
355,125,217,336,0.11052
478,177,157,79,0.11033
611,490,38,50,0.11029
550,198,102,43,0.1101
828,192,132,98,0.11002
157,77,521,179,0.10997
856,241,104,59,0.10977
607,491,15,49,0.10943
398,328,117,86,0.10914
729,521,40,19,0.10888
354,151,281,181,0.10877
354,200,281,157,0.10873
40,1,45,129,0.10852
413,216,19,55,0.10849
398,313,49,99,0.10848
580,150,55,99,0.10791
803,1,93,233,0.10777
368,328,65,105,0.10773
577,140,105,101,0.10766
524,122,209,224,0.10741
783,1,113,257,0.10722
1,1,94,118,0.10713
269,317,123,223,0.10709
81,40,192,141,0.10688
416,147,242,110,0.10667
223,67,31,31,0.10651
468,99,172,159,0.10645
400,117,451,241,0.10634
283,181,164,196,0.1063
580,200,55,72,0.10625
528,1,369,539,0.10616
354,211,81,165,0.1061
1,89,151,112,0.10574
561,1,399,430,0.10571
283,127,349,256,0.1057
281,179,395,205,0.10547
186,44,84,74,0.10543
221,211,214,329,0.10526
342,212,110,88,0.10498
461,40,219,219,0.10477
339,40,175,197,0.10439
479,148,143,201,0.10431
466,121,214,226,0.10414
360,291,353,169,0.10403
356,200,172,261,0.10396
401,213,275,143,0.10387
352,197,270,265,0.10355
261,328,359,212,0.10319
223,67,289,155,0.10317
529,76,151,169,0.10314
479,158,156,89,0.10305
387,127,270,224,0.10288
283,287,164,159,0.10287
221,22,46,87,0.10273
109,26,159,92,0.1027
581,101,45,19,0.10241
356,217,91,212,0.10234
1,1,268,248,0.10221
580,172,94,70,0.10217
480,138,359,207,0.1019
278,65,252,317,0.10161
565,76,81,46,0.10161
337,83,177,73,0.10144
424,377,24,36,0.10135
480,138,239,402,0.10132
400,53,279,203,0.10129
375,68,272,314,0.10094
579,73,74,168,0.10089
378,412,54,21,0.10078
827,1,133,289,0.10059
287,284,242,177,0.10055
245,56,17,45,0.10035
105,67,159,46,0.10029
391,122,289,121,0.10024
480,166,194,81,0.10022
570,76,135,168,0.099973
432,88,81,61,0.099652
349,217,88,127,0.099456
356,213,111,247,0.09943
116,48,400,334,0.099333
579,125,140,275,0.09925
175,46,94,85,0.099043
56,43,212,93,0.098703
856,191,104,107,0.098639
397,325,133,115,0.098579
787,212,51,21,0.098502
136,180,540,281,0.09844
81,46,451,259,0.098401
579,1,381,242,0.098377
1,47,513,185,0.098345
465,89,47,56,0.098202
621,181,31,47,0.098171
580,115,133,127,0.098087
379,406,96,43,0.098084
730,507,43,33,0.098065
223,50,289,128,0.097213
40,1,64,85,0.097181
479,199,232,146,0.096969
480,77,268,171,0.096931
368,361,64,71,0.096916
312,214,123,220,0.096904
261,394,70,146,0.096531
270,283,197,179,0.096368
286,327,245,135,0.096319
581,94,40,26,0.096253
102,59,160,49,0.096237
238,61,24,44,0.096129
261,48,32,22,0.096077
398,166,133,282,0.096001
146,48,126,66,0.095995
335,127,287,219,0.095949
85,47,427,135,0.095948
825,190,135,155,0.09588
578,56,74,64,0.095868
82,45,380,417,0.095714
354,217,365,198,0.095671
215,66,17,40,0.09548
377,412,76,35,0.095434
393,153,179,296,0.09532
565,64,81,55,0.095317
602,491,20,49,0.09528
394,120,497,333,0.095255
286,319,162,114,0.095171
1,61,512,370,0.095144
1,48,268,165,0.095054
420,147,256,393,0.094903
285,285,139,255,0.094842
480,199,154,135,0.094804
415,88,224,285,0.094653
250,208,173,245,0.094426
98,67,164,68,0.094411
574,109,109,133,0.094376
580,110,77,132,0.09413
429,78,340,462,0.093874
68,1,199,249,0.093847
368,362,147,99,0.093639
